Name,Gender,Age,Income,Expenses,Savings,FinancialGoal,RiskAppetite,ESGScore,SustainableInvestments,EducationLevel,EmploymentStatus,InvestmentHorizon,EthicalConsiderations
Kenneth Williams,Female,29,53540.546464681735,13428.292473596684,20229.703083920613,108434.94108398882,0.7573340343776902,47.522754843875745,No,High School,Self-Employed,Medium Term,Environmental Impact
Angela Jackson,Female,20,76153.48860213961,23751.655461841867,29775.929656856813,139278.78005449992,0.04251694080495083,72.0033495379116,No,College,Unemployed,Long Term,Environmental Impact
Keith Delgado,Male,33,74754.9563790885,31657.960240240882,36367.58339260072,179689.05357533385,0.10781738186473178,60.57097102165937,No,High School,Self-Employed,Medium Term,Social Responsibility
Jesse Love,Male,63,38874.7408408932,48828.22148694303,36805.54700897914,162731.031300442,0.7930551816507342,76.19512314984372,No,Graduate,Unemployed,Medium Term,Governance
Sandra Farmer,Female,46,118318.6611161919,33589.05769214414,12233.210410994776,155789.92760682793,0.5134791925041092,50.476386127218795,Yes,College,Employed,Short Term,Social Responsibility
Kimberly Smith,Male,46,72254.13798203025,32144.076246316352,48405.661311853284,97174.90975913407,0.059265237071233545,46.09361645704416,Yes,High School,Employed,Medium Term,Governance
Pamela Wu,Male,51,105575.80634073164,43631.886657210016,5238.078506265739,54744.23237684825,0.11892221799887193,44.99293913485165,No,Graduate,Self-Employed,Long Term,Governance
David Wyatt,Male,51,112289.74490077402,42736.208594614945,9098.986290741681,112080.43517932047,0.2530124712234847,44.90747388376488,Yes,High School,Unemployed,Long Term,Governance
Paula Shaw,Male,57,63363.44292881326,26745.28299737802,11539.779612608918,124558.16515950345,0.06624736116562635,86.63455525626551,No,College,Employed,Short Term,Social Responsibility
David Walters,Male,28,67253.71535207622,31420.576479157186,46663.78045090321,85646.33694095563,0.6675864235332041,32.52162865498287,Yes,Graduate,Employed,Medium Term,Governance
Donna Berry,Male,41,80627.2254717919,44675.76054822249,24591.98455487438,117785.9494419293,0.7545502714552252,79.98116211948575,No,High School,Employed,Long Term,Social Responsibility
Valerie White,Female,41,49914.66884846027,28992.975524876798,7883.620536618977,192609.01246513653,0.7823708141132708,66.45023124187401,No,High School,Self-Employed,Medium Term,Social Responsibility
Gregory Cruz,Male,36,43133.04417922937,45266.15477670491,14979.66100787804,82420.98188970285,0.9200980708136556,40.96283270957702,Yes,College,Self-Employed,Long Term,Environmental Impact
Susan James,Female,42,53469.66989187926,29050.491243258744,8601.78815131112,95347.74479457669,0.20540118655266637,23.282228335920287,No,High School,Employed,Short Term,Social Responsibility
Duane Potts,Female,44,114128.24252667182,13158.201990963327,6698.990222828552,66834.6908400383,0.9011748671533497,39.539712920038305,No,Graduate,Employed,Medium Term,Governance
Roger Keller,Male,39,82122.86334336604,46111.08805356616,22294.67046917099,167741.59748561124,0.18478182457834957,54.09944507913269,Yes,Graduate,Unemployed,Medium Term,Social Responsibility
Kenneth Ryan,Female,61,67582.02661996562,38572.22796521439,49300.164528407295,166668.55871911912,0.3515336664710873,95.80794920805383,No,Graduate,Self-Employed,Short Term,Governance
Gwendolyn West,Female,56,43717.0269165729,30084.058812624193,32628.451582252124,187003.0769250588,0.09077931303945908,89.00431651107684,No,High School,Self-Employed,Long Term,Social Responsibility
Thomas Roberts,Female,21,59687.875738007395,46018.20245886367,28445.24944492515,116566.11394807103,0.8458615224525183,73.59127944512299,No,Graduate,Self-Employed,Short Term,Social Responsibility
Jacob Nelson,Male,58,64185.57972670387,42018.01346882743,37022.262426904155,53740.216194493994,0.9418449795050595,64.59165296594045,Yes,College,Employed,Long Term,Governance
Veronica Gonzalez,Male,59,105002.64437582866,37101.395423041206,31886.265371634334,122399.47867202289,0.9487916050832819,86.59535733283667,No,College,Employed,Short Term,Social Responsibility
Joshua Wilson,Male,39,74937.13341323903,34810.92457397212,47557.21360305235,125008.14626449098,0.3478365417734032,70.72086261570757,No,College,Self-Employed,Medium Term,Social Responsibility
Mark Perez,Male,22,88914.71695089198,14811.274990217331,41910.293049269916,78531.75178928213,0.16055733602596878,57.199479363940064,Yes,Graduate,Employed,Long Term,Environmental Impact
George Singh,Female,39,91636.19511113156,40287.550225567735,33813.10915385616,188545.51518351428,0.5006344153046767,79.61587814360495,Yes,Graduate,Employed,Long Term,Environmental Impact
Pamela Patterson,Male,24,53159.408187139445,16915.15891225978,24753.74218435561,159866.16001339155,0.7285540894639225,70.73988490465885,Yes,College,Unemployed,Long Term,Governance
Chase Jenkins,Male,53,103943.27457231208,49374.719609965316,14076.825926270656,128544.19422562275,0.2418225221701653,56.104435507327075,Yes,College,Employed,Short Term,Environmental Impact
Roger Wong,Female,61,116985.74405253094,48886.59513351027,34559.79002180793,166329.9813799612,0.5702353571976501,12.378161135251952,No,High School,Unemployed,Long Term,Social Responsibility
Abigail Hanson,Male,42,87752.50089588366,42338.42885277452,41175.94591019226,71494.25719247914,0.09910568460514024,55.93528232362273,Yes,High School,Self-Employed,Medium Term,Social Responsibility
William Kennedy,Male,36,74153.60243227042,15047.43994554159,17870.293026891293,180769.84781576495,0.578133678162426,19.242673333859685,No,College,Self-Employed,Medium Term,Social Responsibility
Robert Gibson,Male,34,45141.02813563869,26934.99597262398,6512.4208128316295,173320.77769444152,0.01398431158690705,61.8704054816323,No,Graduate,Unemployed,Medium Term,Governance
Philip Ford,Female,64,101547.79629182706,49531.19745347663,31978.17108016203,190703.57700751716,0.21699807581165154,57.68555831731496,Yes,College,Employed,Medium Term,Social Responsibility
David Gilbert,Male,60,45233.913977416356,27415.72982130029,28211.613419877274,151507.59331068434,0.1915475201924428,5.287438599238392,No,High School,Self-Employed,Short Term,Governance
Mr. Jonathan Wade,Female,56,94828.21776858842,49890.76907115102,15425.193776812772,69907.57346732962,0.2818567914647866,57.0244383228971,Yes,College,Employed,Short Term,Environmental Impact
Debra Petersen,Female,27,73948.4689128719,35089.048489295914,12626.730131589597,158685.59483798506,0.9016602915079732,18.939587288020977,No,High School,Self-Employed,Medium Term,Environmental Impact
Linda Sosa,Female,39,112520.945072493,43364.32474704017,6622.750991495695,118905.26159210675,0.5371264890158841,47.58356921571403,Yes,High School,Employed,Medium Term,Governance
Ronald Tran,Female,23,78792.31698162196,20315.45439951106,15766.548137931975,157051.60856039473,0.9735799038808745,89.68642802436952,Yes,High School,Employed,Long Term,Environmental Impact
Carol Morgan,Female,55,87762.85168641299,46432.17942926377,5012.927233458053,128351.73098277596,0.09868571850830388,12.028317643891572,Yes,College,Employed,Short Term,Social Responsibility
Bradley Mckee,Male,60,35285.884642265715,46566.95747594346,12085.014238267588,50616.48038511869,0.21401538640616213,93.61818099905508,Yes,Graduate,Unemployed,Long Term,Governance
Donald Anderson,Female,27,33044.13814482215,12680.478121944496,49856.77147222428,189850.60160312423,0.5041952718145907,17.97434014259037,Yes,College,Unemployed,Medium Term,Governance
John White,Female,40,106202.76448644501,25523.966120590027,40085.27955393877,153057.84960999043,0.7077560907208584,1.8973583541531225,Yes,High School,Self-Employed,Long Term,Governance
Nathaniel Brown,Female,37,115066.93000808083,25894.199774281435,20890.74485104376,139143.13711808075,0.3664630256454118,78.67570460275188,No,High School,Employed,Short Term,Environmental Impact
Stephen Adams,Male,59,90139.39890538374,23045.07221478944,22781.44026730428,63061.38373906509,0.5893805711353255,24.52866943902563,Yes,College,Unemployed,Short Term,Governance
Mary Carlson,Female,62,98790.49592148172,21048.032796289972,31373.607434436435,120031.3853724143,0.4396658291930384,70.56177022972511,Yes,High School,Unemployed,Medium Term,Environmental Impact
Erik Farley,Female,60,67115.30001740335,28326.287244904608,28298.42154451827,56920.96550364362,0.957747735882733,88.76558287408407,No,Graduate,Employed,Short Term,Environmental Impact
Douglas Summers,Male,43,105829.02451428137,44938.650134910284,38161.64930658777,128086.65681576003,0.18084853764431286,44.42294693339463,No,High School,Employed,Short Term,Governance
Laura Marsh,Female,26,50829.005286970096,41462.02555311087,8087.772737167654,148847.643001625,0.35482234493867393,80.69210241253961,No,High School,Employed,Short Term,Social Responsibility
Gavin Mason,Female,56,93645.26073331138,34922.317143552325,9057.463591781772,96872.1200031939,0.37961505669423823,60.68548211487469,Yes,High School,Employed,Medium Term,Environmental Impact
Christina Adams,Male,63,30822.73155215956,30902.480417992367,17802.220416637072,136633.97516141884,0.2142740004826411,40.17978652484195,No,Graduate,Self-Employed,Medium Term,Environmental Impact
Kimberly Valencia,Female,23,75515.96277237586,26783.753369009148,42339.416110218495,96821.43476476986,0.227554212567046,4.4983643974907945,No,High School,Unemployed,Long Term,Social Responsibility
David Mitchell,Male,37,63588.06234181307,26577.69595075915,46175.40382766693,183820.3376641635,0.11284547866440886,86.1974335714048,Yes,College,Self-Employed,Long Term,Environmental Impact
Mary Rivas,Female,53,85605.17122891228,15927.989651737784,20664.286171170912,98132.05547692868,0.9846127503684183,2.3263248353872834,Yes,High School,Self-Employed,Medium Term,Social Responsibility
Abigail Mckinney,Female,42,90007.92565980057,33517.36533125552,48347.944927947,78881.84594351877,0.12361540247426694,43.70174197890461,No,Graduate,Self-Employed,Long Term,Social Responsibility
Sarah Young,Female,59,85486.74249759041,40335.095514306915,17442.8531913705,91497.43080020971,0.11031616121327559,41.49364234809349,Yes,High School,Unemployed,Short Term,Social Responsibility
Denise Wood,Male,39,73488.37382596426,47585.99939948439,32286.353359651348,97872.46857522476,0.13591236990553146,85.96484104387592,No,Graduate,Self-Employed,Short Term,Environmental Impact
Rebecca Morales,Male,26,73906.89456027641,46997.12667037094,13753.633688868247,116167.34341285084,0.762273679384965,31.738243536659315,Yes,High School,Unemployed,Short Term,Social Responsibility
Suzanne Dunn,Male,60,30595.1121292943,32507.350379092903,46837.122836545415,67647.62581063905,0.7047309151908103,25.71777931677184,Yes,High School,Self-Employed,Medium Term,Environmental Impact
Ann Boone,Male,62,79647.92048201311,14039.617713017946,30870.80247856166,72398.10841995776,0.557132122830574,11.46446241422453,No,College,Unemployed,Short Term,Governance
Michael Peterson Jr.,Female,65,31066.587131510318,21443.714161954897,16749.83775523726,91045.5328760226,0.04060856314188199,9.933363304867793,No,High School,Self-Employed,Long Term,Environmental Impact
Aaron Archer,Male,61,77647.58821574855,31425.33924583667,23321.058174824073,52288.50762355854,0.32811540733063815,16.81559926670173,No,Graduate,Self-Employed,Short Term,Environmental Impact
Stacy Liu,Male,51,54726.66634780488,23754.76714309858,9790.923037665947,143441.74440163272,0.11572260696277847,14.403425293169114,No,Graduate,Self-Employed,Short Term,Environmental Impact
Kayla Newton,Male,23,117973.14134092606,26435.60149196882,8257.368673701676,127109.0992939196,0.28361144257296445,25.55545253180317,Yes,High School,Self-Employed,Short Term,Social Responsibility
Alexis Smith,Female,59,31542.83378421845,25321.738915082115,18241.332101065404,80986.60693600256,0.600389508427489,8.962856348028303,Yes,Graduate,Employed,Long Term,Social Responsibility
Linda Padilla,Female,60,103184.14988225189,29423.391691453227,47615.695932994815,102547.72068861758,0.31200691079383003,30.679421836260502,No,College,Self-Employed,Long Term,Environmental Impact
Thomas Best,Female,45,90662.96569072893,34358.48607809741,41132.40091575608,97772.73677779594,0.9761790472350282,40.727643429196306,Yes,High School,Self-Employed,Medium Term,Environmental Impact
Kevin Davis,Female,50,102555.0929052686,11498.626819908537,48051.920731337384,71233.52431872243,0.4439558701654779,16.919104798818918,No,High School,Unemployed,Medium Term,Environmental Impact
David Kim,Female,41,111879.60293988895,21016.56568139015,44425.087080938014,155653.05442065318,0.5539158911055492,61.44754287684212,Yes,College,Self-Employed,Medium Term,Environmental Impact
Donna Joseph,Male,19,39631.478582504365,15754.106825066949,41591.63073228684,92490.15440130563,0.2905893250179463,32.529069618476804,Yes,High School,Unemployed,Short Term,Social Responsibility
Michael Adams,Male,41,38668.25012262676,34346.21056342508,30870.224544825902,86723.76107939516,0.8553656669554238,2.7171192417298373,Yes,College,Unemployed,Medium Term,Environmental Impact
Stephanie Hendricks,Female,37,43400.77371662255,37746.45012668368,36238.6337662085,60686.43068303639,0.18878498566727153,5.850178225356584,No,High School,Unemployed,Long Term,Governance
Kevin Miller,Female,29,47273.88512924519,11551.301299271803,48472.495503489765,141989.43252739657,0.0696091569569307,38.993971123355784,Yes,College,Self-Employed,Long Term,Environmental Impact
Ian Mathews,Male,31,77381.03868601946,45582.9685565703,30342.587171221858,100810.83387946013,0.8410582751217216,32.00414638404588,Yes,College,Employed,Short Term,Environmental Impact
Benjamin Morgan,Female,39,103369.29516419543,23259.763029370828,39648.52367302251,116547.14575118516,0.475676796876505,41.2822811998509,No,College,Self-Employed,Long Term,Governance
Andrew Smith,Female,49,54059.22630089722,19503.171756652286,39086.29782710026,69511.1003097065,0.6791311082798346,32.42177907968632,Yes,Graduate,Unemployed,Medium Term,Governance
Gina King,Male,30,65720.67802482643,39829.99279356544,48255.74263857264,120610.33685128287,0.17929728338707862,37.551315830333166,No,High School,Unemployed,Short Term,Social Responsibility
Michael Howe,Female,32,63574.64251173139,46833.399316246614,25648.17932003558,151324.39067638217,0.9987233256858505,82.77413986586146,No,College,Unemployed,Medium Term,Environmental Impact
Matthew Howard,Female,26,66542.46688864974,45881.254485976904,25732.419865903048,65889.03782919009,0.4916483735449275,12.096626350192807,Yes,College,Unemployed,Medium Term,Social Responsibility
William Davis,Female,27,80850.19642031722,10809.315543730876,31407.193271749074,58069.98135833395,0.10517188456930038,20.255945801454,No,Graduate,Employed,Long Term,Environmental Impact
Mary Rodgers,Female,22,119120.97284757545,42695.4370122111,6230.781388943324,113969.86178150409,0.4380583504040716,75.2133738972281,Yes,College,Employed,Long Term,Social Responsibility
Charles Johnson,Male,36,50327.15273646799,22122.198137923864,10232.073564841518,76847.44898752598,0.6585482632854481,58.60290768481129,Yes,High School,Self-Employed,Long Term,Environmental Impact
